dist_km,lat,lon,elevation_m,elevation_raw_m,slope_rad,slope_deg,bearing_deg,segment_km
65.2,-26.519055,27.424856,1470.37,1475.76,-0.020684,-1.1851,309.07,0.1
65.3,-26.518601,27.424232,1467.95,1461.67,-0.020704,-1.1863,309.07,0.1
65.4,-26.518148,27.423607,1466.23,1469.89,-0.01031,-0.5907,309.07,0.1
65.5,-26.517694,27.422982,1465.89,1468.32,0.002977,0.1706,309.07,0.1
65.6,-26.51724,27.422358,1466.82,1462.15,0.009819,0.5626,309.07,0.1
65.7,-26.516786,27.421733,1467.85,1467.15,0.001973,0.113,309.07,0.1
65.8,-26.516332,27.421109,1467.22,1472.1,-0.016237,-0.9303,309.07,0.1
65.9,-26.515879,27.420484,1464.6,1464.18,-0.026078,-1.4941,309.07,0.1
66.0,-26.515425,27.419859,1462.0,1457.11,-0.015927,-0.9126,309.07,0.1
66.1,-26.514971,27.419235,1461.42,1465.25,0.001614,0.0925,309.07,0.1
66.2,-26.514518,27.41861,1462.32,1460.59,0.005605,0.3211,309.07,0.1
66.3,-26.514064,27.417985,1462.54,1463.16,-0.005518,-0.3161,309.07,0.1
66.4,-26.51361,27.417361,1461.22,1464.23,-0.014279,-0.8181,309.07,0.1
66.5,-26.513156,27.416736,1459.68,1455.88,-0.010183,-0.5834,309.07,0.1
66.6,-26.512702,27.416112,1459.18,1456.09,-0.001426,-0.0817,309.07,0.1
66.7,-26.512249,27.415487,1459.4,1466.34,0.002901,0.1662,309.07,0.1
66.8,-26.511795,27.414862,1459.76,1461.09,0.006013,0.3445,309.07,0.1
66.9,-26.511341,27.414238,1460.6,1450.64,0.009518,0.5453,309.07,0.1
67.0,-26.510888,27.413613,1461.67,1467.15,0.004829,0.2767,309.07,0.1
67.1,-26.510434,27.412989,1461.56,1464.35,-0.007343,-0.4208,309.07,0.1
67.2,-26.50998,27.412364,1460.2,1459.19,-0.007737,-0.4433,309.07,0.1
67.3,-26.509526,27.411739,1460.02,1455.93,0.013685,0.7841,309.07,0.1
67.4,-26.509073,27.411115,1462.93,1466.46,0.035535,2.036,309.07,0.1
67.5,-26.508619,27.41049,1467.13,1463.79,0.028918,1.6569,309.07,0.1
67.6,-26.508165,27.409866,1468.72,1473.72,-0.003817,-0.2187,309.07,0.1
67.7,-26.507711,27.409241,1466.36,1463.67,-0.029316,-1.6797,309.07,0.1
67.8,-26.507258,27.408616,1462.85,1463.27,-0.02268,-1.2995,309.07,0.1
67.9,-26.506804,27.407992,1461.83,1460.25,0.003666,0.21,309.07,0.1
68.0,-26.50635,27.407367,1463.59,1464.93,0.015748,0.9023,309.07,0.1
68.1,-26.505896,27.406743,1464.98,1463.74,-0.001468,-0.0841,309.07,0.1
68.2,-26.505442,27.406118,1463.29,1466.63,-0.026582,-1.523,309.07,0.1
68.3,-26.504989,27.405493,1459.66,1457.52,-0.027707,-1.5875,309.07,0.1
68.4,-26.504535,27.404869,1457.75,1457.71,-0.001634,-0.0936,309.07,0.1
68.5,-26.504081,27.404244,1459.33,1457.25,0.021517,1.2328,309.07,0.1
68.6,-26.503628,27.40362,1462.06,1463.36,0.015697,0.8994,309.07,0.1
68.7,-26.503174,27.402995,1462.47,1466.66,-0.008818,-0.5053,309.07,0.1
68.8,-26.50272,27.40237,1460.29,1456.63,-0.021191,-1.2142,309.07,0.1
68.9,-26.502266,27.401746,1458.23,1456.56,-0.011453,-0.6562,309.07,0.1
69.0,-26.501812,27.401121,1458.0,1460.01,0.000155,0.0089,309.07,0.1
69.1,-26.501359,27.400496,1458.26,1456.97,-0.004981,-0.2854,309.07,0.1
69.2,-26.500905,27.399872,1457.0,1462.71,-0.020229,-1.159,309.07,0.1
69.3,-26.500451,27.399247,1454.22,1446.45,-0.028295,-1.6212,309.07,0.1
69.4,-26.499998,27.398623,1451.34,1453.33,-0.024028,-1.3767,309.07,0.1
69.5,-26.499544,27.397998,1449.41,1453.31,-0.012235,-0.701,309.07,0.1
69.6,-26.49909,27.397373,1448.9,1445.37,0.004555,0.261,309.07,0.1
69.7,-26.498636,27.396749,1450.32,1451.91,0.022638,1.2971,309.07,0.1
69.8,-26.498183,27.396124,1453.43,1451.91,0.029998,1.7187,309.07,0.1
69.9,-26.497729,27.3955,1456.32,1455.23,0.017824,1.0213,309.07,0.1
70.0,-26.497275,27.394875,1456.99,1461.56,-0.003273,-0.1875,309.07,0.1
70.1,-26.496821,27.39425,1455.67,1454.52,-0.012583,-0.721,309.07,0.1
70.2,-26.496368,27.393626,1454.47,1450.35,-0.006199,-0.3552,309.07,0.1
70.3,-26.495914,27.393001,1454.43,1454.97,-0.000388,-0.0222,309.07,0.1
70.4,-26.49546,27.392377,1454.4,1460.25,-0.004795,-0.2748,309.07,0.1
70.5,-26.495006,27.391752,1453.47,1449.88,-0.008715,-0.4993,309.07,0.1
70.6,-26.494552,27.391127,1452.65,1449.96,-0.001189,-0.0681,309.07,0.1
70.7,-26.494099,27.390503,1453.23,1457.05,0.010578,0.6061,309.07,0.1
70.8,-26.493645,27.389878,1454.77,1452.91,0.012355,0.7079,309.07,0.1
70.9,-26.493191,27.389254,1455.7,1457.0,0.002146,0.1229,309.07,0.1
71.0,-26.492738,27.388629,1455.2,1453.45,-0.009867,-0.5653,309.07,0.1
71.1,-26.492284,27.388004,1453.73,1456.77,-0.015361,-0.8801,309.07,0.1
71.2,-26.49183,27.38738,1452.13,1447.84,-0.015491,-0.8876,309.07,0.1
71.3,-26.491376,27.386755,1450.63,1452.71,-0.014718,-0.8433,309.07,0.1
71.4,-26.490922,27.38613,1449.18,1451.46,-0.012413,-0.7112,309.07,0.1
71.5,-26.490469,27.385506,1448.15,1446.19,-0.005621,-0.322,309.07,0.1
71.6,-26.490015,27.384881,1448.06,1444.2,0.003539,0.2028,309.07,0.1
71.7,-26.489561,27.384257,1448.86,1455.19,0.010199,0.5844,309.06,0.1
71.8,-26.489108,27.383632,1450.1,1449.76,0.011702,0.6705,309.06,0.1
71.9,-26.488654,27.383007,1451.2,1446.15,0.004037,0.2313,309.06,0.1
72.0,-26.4882,27.382383,1450.91,1450.53,-0.015353,-0.8797,309.06,0.1
72.1,-26.487746,27.381758,1448.13,1456.4,-0.032687,-1.8728,309.06,0.1
72.2,-26.487293,27.381134,1444.37,1439.1,-0.023159,-1.3269,309.06,0.1
72.3,-26.486839,27.380509,1443.49,1442.77,0.014381,0.824,309.06,0.1
72.4,-26.486385,27.379884,1447.24,1445.38,0.04394,2.5176,309.06,0.1
72.5,-26.485931,27.37926,1452.29,1457.05,0.031811,1.8226,309.06,0.1
72.6,-26.485478,27.378635,1453.61,1450.9,-0.010461,-0.5994,309.06,0.1
72.7,-26.485024,27.378011,1450.19,1453.07,-0.038137,-2.1851,309.06,0.1
72.8,-26.48457,27.377386,1445.97,1443.28,-0.025624,-1.4681,309.06,0.1
72.9,-26.484116,27.376761,1445.07,1443.13,0.006947,0.398,309.06,0.1
73.0,-26.483662,27.376137,1447.36,1450.71,0.022055,1.2636,309.06,0.1
73.1,-26.483209,27.375512,1449.48,1448.51,0.009735,0.5578,309.06,0.1
73.2,-26.482755,27.374888,1449.31,1450.7,-0.005975,-0.3424,309.06,0.1
73.3,-26.482301,27.374263,1448.28,1446.77,-0.002879,-0.165,309.06,0.1
73.4,-26.481848,27.373638,1448.74,1448.84,0.009161,0.5249,309.06,0.1
73.5,-26.481394,27.373014,1450.12,1447.98,0.003062,0.1754,309.06,0.1
73.6,-26.48094,27.372389,1449.35,1450.82,-0.023655,-1.3553,309.06,0.1
73.7,-26.480486,27.371765,1445.39,1450.71,-0.038068,-2.1811,309.06,0.1
73.8,-26.480032,27.37114,1441.73,1438.32,-0.015648,-0.8966,309.06,0.1
73.9,-26.479579,27.370515,1442.26,1434.93,0.018807,1.0776,309.06,0.1
74.0,-26.479125,27.369891,1445.49,1450.92,0.020133,1.1535,309.06,0.1
74.1,-26.478671,27.369266,1446.28,1451.59,-0.011486,-0.6581,309.06,0.1
74.2,-26.478218,27.368642,1443.2,1440.29,-0.027511,-1.5763,309.06,0.1
74.3,-26.477764,27.368017,1440.78,1435.83,-0.000187,-0.0107,309.06,0.1
74.4,-26.47731,27.367392,1443.16,1445.37,0.037805,2.1661,309.06,0.1
74.5,-26.476856,27.366768,1448.34,1449.27,0.038755,2.2205,309.06,0.1
74.6,-26.476403,27.366143,1450.91,1453.34,0.000925,0.053,309.06,0.1
74.7,-26.475949,27.365518,1448.53,1446.68,-0.036119,-2.0695,309.06,0.1
74.8,-26.475495,27.364894,1443.69,1441.98,-0.042622,-2.4421,309.06,0.1
74.9,-26.475041,27.364269,1440.0,1439.11,-0.023021,-1.319,309.06,0.1
75.0,-26.474588,27.363645,1439.08,1443.37,0.004735,0.2713,309.06,0.1
75.1,-26.474134,27.36302,1440.95,1441.56,0.028786,1.6493,309.06,0.1
75.2,-26.47368,27.362395,1444.84,1437.72,0.038292,2.194,309.06,0.1
75.3,-26.473226,27.361771,1448.61,1452.78,0.02282,1.3075,309.06,0.1
75.4,-26.472772,27.361146,1449.4,1451.2,-0.009575,-0.5486,309.06,0.1
75.5,-26.472319,27.360522,1446.69,1447.69,-0.030632,-1.7551,309.06,0.1
75.6,-26.471865,27.359897,1443.28,1437.14,-0.022765,-1.3043,309.06,0.1
75.7,-26.471411,27.359272,1442.14,1445.76,0.00039,0.0223,309.06,0.1
75.8,-26.470958,27.358648,1443.35,1444.42,0.013893,0.796,309.06,0.1
75.9,-26.470504,27.358023,1444.92,1443.17,0.010567,0.6054,309.06,0.1
76.0,-26.47005,27.357399,1445.47,1446.95,0.000783,0.0449,309.06,0.1
76.1,-26.469596,27.356774,1445.07,1443.61,-0.007096,-0.4066,309.06,0.1
76.2,-26.469142,27.356149,1444.05,1443.87,-0.014563,-0.8344,309.06,0.1
76.3,-26.468689,27.355525,1442.16,1443.09,-0.023715,-1.3588,309.06,0.1
76.4,-26.468235,27.3549,1439.3,1441.35,-0.029576,-1.6946,309.06,0.1
76.5,-26.467781,27.354276,1436.25,1430.46,-0.024417,-1.399,309.06,0.1
76.6,-26.467328,27.353651,1434.42,1439.53,-0.005682,-0.3256,309.06,0.1
76.7,-26.466874,27.353026,1435.11,1436.07,0.020132,1.1535,309.06,0.1
76.8,-26.46642,27.352402,1438.45,1432.19,0.038153,2.186,309.06,0.1
76.9,-26.465966,27.351777,1442.74,1446.73,0.03465,1.9853,309.06,0.1
77.0,-26.465513,27.351152,1445.38,1446.7,0.011701,0.6704,309.06,0.1
77.1,-26.465059,27.350528,1445.08,1444.59,-0.013003,-0.745,309.06,0.1
77.2,-26.464605,27.349903,1442.78,1438.8,-0.025098,-1.438,309.06,0.1
77.3,-26.464151,27.349279,1440.06,1444.01,-0.024774,-1.4195,309.06,0.1
77.4,-26.463698,27.348654,1437.82,1437.05,-0.018334,-1.0505,309.06,0.1
77.5,-26.463244,27.348029,1436.4,1437.74,-0.0106,-0.6073,309.06,0.1
77.6,-26.46279,27.347405,1435.7,1430.99,-0.007027,-0.4026,309.06,0.1
77.7,-26.462336,27.34678,1434.99,1438.18,-0.010049,-0.5757,309.06,0.1
77.8,-26.461882,27.346156,1433.69,1436.23,-0.010906,-0.6249,309.06,0.1
77.9,-26.461429,27.345531,1432.81,1429.15,0.001735,0.0994,309.06,0.1
78.0,-26.460975,27.344906,1434.04,1435.14,0.021892,1.2543,309.06,0.1
78.1,-26.460521,27.344282,1437.19,1434.73,0.028248,1.6185,309.06,0.1
78.2,-26.460068,27.343657,1439.69,1443.85,0.01129,0.6469,309.06,0.1
78.3,-26.459614,27.343033,1439.45,1439.06,-0.013117,-0.7516,309.06,0.1
78.4,-26.45916,27.342408,1437.07,1434.38,-0.024035,-1.3771,309.06,0.1
78.5,-26.458706,27.341783,1434.64,1435.3,-0.019836,-1.1365,309.06,0.1
78.6,-26.458252,27.341159,1433.1,1434.0,-0.013993,-0.8018,309.06,0.1
78.7,-26.457799,27.340534,1431.84,1432.5,-0.013861,-0.7941,309.06,0.1
78.8,-26.457345,27.33991,1430.33,1427.83,-0.013229,-0.758,309.06,0.1
78.9,-26.456891,27.339285,1429.19,1432.22,-0.00461,-0.2641,309.06,0.1
79.0,-26.456438,27.33866,1429.41,1428.98,0.007247,0.4152,309.06,0.1
79.1,-26.455984,27.338036,1430.64,1426.19,0.008645,0.4953,309.06,0.1
79.2,-26.45553,27.337411,1431.13,1434.72,-0.003591,-0.2057,309.06,0.1
79.3,-26.455076,27.336787,1429.92,1433.85,-0.011907,-0.6822,309.06,0.1
79.4,-26.454622,27.336162,1428.75,1422.69,0.001412,0.0809,309.06,0.1
79.5,-26.454169,27.335537,1430.21,1430.74,0.026339,1.5091,309.06,0.1
79.6,-26.453715,27.334913,1434.02,1436.06,0.032556,1.8653,309.06,0.1
79.7,-26.453261,27.334288,1436.72,1436.11,0.006407,0.3671,309.06,0.1
79.8,-26.452808,27.333664,1435.3,1435.67,-0.031128,-1.7835,309.06,0.1
79.9,-26.452354,27.333039,1430.49,1430.47,-0.046082,-2.6403,309.06,0.1
80.0,-26.4519,27.332414,1426.08,1425.77,-0.025069,-1.4364,309.06,0.1
80.1,-26.451446,27.33179,1425.48,1424.31,0.013952,0.7994,309.06,0.1
80.2,-26.450992,27.331165,1428.87,1431.18,0.038735,2.2194,309.06,0.1
80.3,-26.450539,27.33054,1433.23,1431.08,0.029878,1.7119,309.06,0.1
80.4,-26.450085,27.329916,1434.85,1435.35,-0.004228,-0.2423,309.06,0.1
80.5,-26.449631,27.329291,1432.38,1434.14,-0.034631,-1.9842,309.06,0.1
80.6,-26.449178,27.328667,1427.92,1427.71,-0.037252,-2.1344,309.06,0.1
80.7,-26.448724,27.328042,1424.93,1421.87,-0.014983,-0.8585,309.06,0.1
80.8,-26.44827,27.327417,1424.92,1426.23,0.007538,0.4319,309.05,0.1
80.9,-26.447816,27.326793,1426.44,1428.63,0.01145,0.656,309.05,0.1
81.0,-26.447362,27.326168,1427.21,1426.26,0.000368,0.0211,309.05,0.1
81.1,-26.446909,27.325544,1426.51,1424.11,-0.010226,-0.5859,309.05,0.1
81.2,-26.446455,27.324919,1425.17,1427.99,-0.010738,-0.6152,309.05,0.1
81.3,-26.446001,27.324294,1424.36,1423.93,-0.002549,-0.1461,309.05,0.1
81.4,-26.445548,27.32367,1424.66,1423.04,0.006045,0.3464,309.05,0.1
81.5,-26.445094,27.323045,1425.57,1427.46,0.006079,0.3483,309.05,0.1
81.6,-26.44464,27.322421,1425.87,1423.62,-0.003401,-0.1949,309.05,0.1
81.7,-26.444186,27.321796,1424.89,1426.58,-0.011111,-0.6366,309.05,0.1
81.8,-26.443732,27.321171,1423.65,1426.45,-0.005627,-0.3224,309.05,0.1
81.9,-26.443279,27.320547,1423.77,1419.11,0.005451,0.3123,309.05,0.1
82.0,-26.442825,27.319922,1424.74,1422.13,0.000214,0.0123,309.05,0.1
82.1,-26.442371,27.319298,1423.81,1431.45,-0.024816,-1.4219,309.05,0.1
82.2,-26.441918,27.318673,1419.78,1418.17,-0.04043,-2.3164,309.05,0.1
82.3,-26.441464,27.318048,1415.72,1413.13,-0.019999,-1.1458,309.05,0.1
82.4,-26.44101,27.317424,1415.78,1414.12,0.021037,1.2053,309.05,0.1
82.5,-26.440556,27.316799,1419.93,1423.3,0.04006,2.2953,309.05,0.1
82.6,-26.440102,27.316175,1423.79,1423.04,0.019251,1.103,309.05,0.1
82.7,-26.439649,27.31555,1423.78,1422.02,-0.013891,-0.7959,309.05,0.1
82.8,-26.439195,27.314925,1421.02,1428.4,-0.021327,-1.222,309.05,0.1
82.9,-26.438741,27.314301,1419.51,1408.69,-0.000466,-0.0267,309.05,0.1
83.0,-26.438288,27.313676,1420.92,1423.76,0.015688,0.8989,309.05,0.1
83.1,-26.437834,27.313051,1422.65,1429.31,0.003122,0.1789,309.05,0.1
83.2,-26.43738,27.312427,1421.55,1415.59,-0.023002,-1.3179,309.05,0.1
83.3,-26.436926,27.311802,1418.05,1419.06,-0.029751,-1.7046,309.05,0.1
83.4,-26.436472,27.311178,1415.59,1416.91,-0.006397,-0.3665,309.05,0.1
83.5,-26.436019,27.310553,1416.77,1415.93,0.025744,1.475,309.05,0.1
83.6,-26.435565,27.309928,1420.74,1418.5,0.037963,2.1751,309.05,0.1
83.7,-26.435111,27.309304,1424.36,1426.99,0.023642,1.3546,309.05,0.1
83.8,-26.434658,27.308679,1425.47,1428.76,0.001881,0.1078,309.05,0.1
83.9,-26.434204,27.308055,1424.74,1417.62,-0.008042,-0.4608,309.05,0.1
84.0,-26.43375,27.30743,1423.87,1428.55,-0.008669,-0.4967,309.05,0.1
84.1,-26.433296,27.306805,1423.01,1418.92,-0.012361,-0.7082,309.05,0.1
84.2,-26.432842,27.306181,1421.39,1427.24,-0.01596,-0.9144,309.05,0.1
84.3,-26.432389,27.305556,1419.81,1417.73,-0.005217,-0.2989,309.05,0.1
84.4,-26.431935,27.304932,1420.35,1418.57,0.016187,0.9274,309.05,0.1
84.5,-26.431481,27.304307,1423.05,1419.47,0.022711,1.3013,309.05,0.1
84.6,-26.431028,27.303682,1424.89,1433.26,0.001107,0.0634,309.05,0.1
84.7,-26.430574,27.303058,1423.27,1421.35,-0.028209,-1.6163,309.05,0.1
84.8,-26.43012,27.302433,1419.25,1413.28,-0.036408,-2.086,309.05,0.1
84.9,-26.429666,27.301809,1415.99,1421.38,-0.02027,-1.1614,309.05,0.1
85.0,-26.429213,27.301184,1415.19,1414.45,0.000395,0.0227,309.05,0.1
85.1,-26.428759,27.300559,1416.07,1413.54,0.008825,0.5056,309.05,0.1
85.2,-26.428305,27.299935,1416.96,1420.25,0.004948,0.2835,309.05,0.1
85.3,-26.427851,27.29931,1417.06,1415.59,-0.001774,-0.1017,309.05,0.1
85.4,-26.427398,27.298686,1416.6,1416.55,-0.00543,-0.3111,309.05,0.1
85.5,-26.426944,27.298061,1415.97,1414.95,-0.007823,-0.4482,309.05,0.1
85.6,-26.42649,27.297436,1415.04,1416.29,-0.011743,-0.6728,309.05,0.1
85.7,-26.426036,27.296812,1413.62,1416.45,-0.015509,-0.8886,309.05,0.1
85.8,-26.425582,27.296187,1411.94,1404.37,-0.016235,-0.9302,309.05,0.1
85.9,-26.425129,27.295562,1410.38,1417.11,-0.01297,-0.7431,309.05,0.1
86.0,-26.424675,27.294938,1409.34,1408.59,-0.005054,-0.2896,309.05,0.1
86.1,-26.424221,27.294313,1409.37,1406.01,0.006137,0.3516,309.05,0.1
86.2,-26.423768,27.293689,1410.57,1412.66,0.013395,0.7675,309.05,0.1
86.3,-26.423314,27.293064,1412.04,1413.09,0.009087,0.5207,309.05,0.1
86.4,-26.42286,27.292439,1412.39,1408.93,-0.00445,-0.255,309.05,0.1
86.5,-26.422406,27.291815,1411.15,1416.28,-0.015205,-0.8712,309.05,0.1
86.6,-26.421952,27.29119,1409.35,1405.14,-0.013958,-0.7997,309.05,0.1
86.7,-26.421499,27.290566,1408.36,1409.54,-0.003514,-0.2013,309.05,0.1
86.8,-26.421045,27.289941,1408.64,1408.37,0.006493,0.372,309.05,0.1
86.9,-26.420591,27.289316,1409.66,1410.79,0.010518,0.6026,309.05,0.1
87.0,-26.420138,27.288692,1410.75,1412.14,0.007737,0.4433,309.05,0.1
87.1,-26.419684,27.288067,1411.21,1405.43,-0.003607,-0.2067,309.05,0.1
87.2,-26.41923,27.287443,1410.03,1413.82,-0.021352,-1.2234,309.05,0.1
87.3,-26.418776,27.286818,1406.94,1410.24,-0.031493,-1.8044,309.05,0.1
87.4,-26.418323,27.286193,1403.73,1400.19,-0.020428,-1.1705,309.05,0.1
87.5,-26.417869,27.285569,1402.85,1399.58,0.00441,0.2527,309.05,0.1
87.6,-26.417415,27.284944,1404.61,1409.03,0.021328,1.222,309.05,0.1
87.7,-26.416961,27.28432,1407.12,1407.72,0.02185,1.2519,309.05,0.1
87.8,-26.416508,27.283695,1408.98,1408.03,0.014961,0.8572,309.05,0.1
87.9,-26.416054,27.28307,1410.11,1408.13,0.00523,0.2996,309.05,0.1
88.0,-26.4156,27.282446,1410.02,1409.13,-0.012392,-0.71,309.05,0.1
88.1,-26.415146,27.281821,1407.63,1412.46,-0.031483,-1.8039,309.05,0.1
88.2,-26.414692,27.281196,1403.73,1401.9,-0.029568,-1.6941,309.05,0.1
88.3,-26.414239,27.280572,1401.72,1401.32,0.000852,0.0488,309.05,0.1
88.4,-26.413785,27.279947,1403.9,1401.44,0.030348,1.7388,309.05,0.1
88.5,-26.413331,27.279323,1407.79,1408.08,0.02205,1.2634,309.05,0.1
88.6,-26.412878,27.278698,1408.31,1412.58,-0.019814,-1.1352,309.05,0.1
88.7,-26.412424,27.278073,1403.82,1403.93,-0.050286,-2.8812,309.05,0.1
88.8,-26.41197,27.277449,1398.24,1393.3,-0.037509,-2.1491,309.05,0.1
88.9,-26.411516,27.276824,1396.32,1397.02,0.00161,0.0922,309.05,0.1
89.0,-26.411062,27.2762,1398.56,1401.1,0.027907,1.599,309.05,0.1
89.1,-26.410609,27.275575,1401.9,1402.21,0.02678,1.5344,309.05,0.1
89.2,-26.410155,27.27495,1403.92,1402.68,0.013719,0.786,309.05,0.1
89.3,-26.409701,27.274326,1404.65,1404.64,0.004409,0.2526,309.05,0.1
89.4,-26.409248,27.273701,1404.8,1402.62,-0.001716,-0.0983,309.05,0.1
89.5,-26.408794,27.273077,1404.3,1409.16,-0.009421,-0.5398,309.05,0.1
89.6,-26.40834,27.272452,1402.92,1400.26,-0.015242,-0.8733,309.05,0.1
89.7,-26.407886,27.271827,1401.25,1399.05,-0.013086,-0.7498,309.05,0.1
89.8,-26.407433,27.271203,1400.3,1405.49,-0.003939,-0.2257,309.04,0.1
89.9,-26.406979,27.270578,1400.47,1395.15,0.00552,0.3163,309.04,0.1
90.0,-26.406525,27.269954,1401.41,1404.5,0.010686,0.6123,309.04,0.1
90.1,-26.406071,27.269329,1402.6,1402.8,0.012285,0.7039,309.04,0.1
90.2,-26.405618,27.268704,1403.86,1401.28,0.012353,0.7078,309.04,0.1
90.3,-26.405164,27.26808,1405.07,1409.69,0.008751,0.5014,309.04,0.1
90.4,-26.40471,27.267455,1405.61,1398.36,-0.002984,-0.171,309.04,0.1
90.5,-26.404256,27.266831,1404.48,1411.51,-0.020558,-1.1779,309.04,0.1
90.6,-26.403802,27.266206,1401.5,1399.81,-0.03205,-1.8363,309.04,0.1
90.7,-26.403349,27.265581,1398.07,1394.28,-0.026966,-1.545,309.04,0.1
90.8,-26.402895,27.264957,1396.11,1400.75,-0.008203,-0.47,309.04,0.1
90.9,-26.402441,27.264332,1396.42,1394.75,0.010028,0.5746,309.04,0.1
91.0,-26.401988,27.263708,1398.11,1396.1,0.015442,0.8848,309.04,0.1
91.1,-26.401534,27.263083,1399.51,1401.58,0.009066,0.5195,309.04,0.1
91.2,-26.40108,27.262458,1399.92,1402.11,0.003931,0.2252,309.04,0.1
91.3,-26.400626,27.261834,1400.3,1395.95,0.009687,0.555,309.04,0.1
91.4,-26.400172,27.261209,1401.86,1403.73,0.019261,1.1036,309.04,0.1
91.5,-26.399719,27.260584,1404.15,1404.31,0.016082,0.9214,309.04,0.1
91.6,-26.399265,27.25996,1405.08,1405.44,-0.005507,-0.3155,309.04,0.1
91.7,-26.398811,27.259335,1403.05,1400.64,-0.031598,-1.8104,309.04,0.1
91.8,-26.398358,27.258711,1398.76,1404.54,-0.041803,-2.3951,309.04,0.1
91.9,-26.397904,27.258086,1394.69,1388.06,-0.029651,-1.6989,309.04,0.1
92.0,-26.39745,27.257461,1392.83,1395.61,-0.007724,-0.4426,309.04,0.1
92.1,-26.396996,27.256837,1393.14,1392.6,0.008247,0.4725,309.04,0.1
92.2,-26.396543,27.256212,1394.47,1397.26,0.015202,0.871,309.04,0.1
92.3,-26.396089,27.255588,1396.18,1393.55,0.017659,1.0118,309.04,0.1
92.4,-26.395635,27.254963,1398.01,1395.31,0.014769,0.8462,309.04,0.1
92.5,-26.395181,27.254338,1399.13,1405.29,0.003098,0.1775,309.04,0.1
92.6,-26.394728,27.253714,1398.63,1394.76,-0.012336,-0.7068,309.04,0.1
92.7,-26.394274,27.253089,1396.67,1397.42,-0.020232,-1.1592,309.04,0.1
92.8,-26.39382,27.252465,1394.58,1393.92,-0.014511,-0.8314,309.04,0.1
92.9,-26.393366,27.25184,1393.77,1395.2,0.001699,0.0973,309.04,0.1
93.0,-26.392912,27.251215,1394.92,1394.59,0.019193,1.0997,309.04,0.1
93.1,-26.392459,27.250591,1397.6,1396.54,0.025696,1.4723,309.04,0.1
93.2,-26.392005,27.249966,1400.06,1399.87,0.012412,0.7112,309.04,0.1
93.3,-26.391551,27.249342,1400.09,1402.01,-0.015013,-0.8602,309.04,0.1
93.4,-26.391098,27.248717,1397.06,1395.07,-0.035343,-2.025,309.04,0.1
93.5,-26.390644,27.248092,1393.02,1396.2,-0.029991,-1.7184,309.04,0.1
93.6,-26.39019,27.247468,1391.06,1387.24,-0.003779,-0.2165,309.04,0.1
93.7,-26.389736,27.246843,1392.26,1392.3,0.018346,1.0511,309.04,0.1
93.8,-26.389282,27.246218,1394.73,1397.18,0.018618,1.0667,309.04,0.1
93.9,-26.388829,27.245594,1395.98,1396.55,0.00458,0.2624,309.04,0.1
94.0,-26.388375,27.244969,1395.64,1393.02,-0.004741,-0.2716,309.04,0.1
94.1,-26.387921,27.244345,1395.04,1396.13,-0.003508,-0.201,309.04,0.1
94.2,-26.387468,27.24372,1394.94,1393.9,-0.001514,-0.0868,309.04,0.1
94.3,-26.387014,27.243095,1394.73,1397.19,-0.007144,-0.4093,309.04,0.1
94.4,-26.38656,27.242471,1393.51,1392.38,-0.018445,-1.0568,309.04,0.1
94.5,-26.386106,27.241846,1391.04,1388.9,-0.029997,-1.7187,309.04,0.1
94.6,-26.385652,27.241222,1387.51,1392.1,-0.03826,-2.1922,309.04,0.1
94.7,-26.385199,27.240597,1383.39,1375.51,-0.0371,-2.1257,309.04,0.1
94.8,-26.384745,27.239972,1380.09,1391.82,-0.018288,-1.0478,309.04,0.1
94.9,-26.384291,27.239348,1379.73,1371.41,0.01375,0.7878,309.04,0.1
95.0,-26.383838,27.238723,1382.84,1380.78,0.035275,2.0211,309.04,0.1
95.1,-26.383384,27.238099,1386.79,1391.4,0.027474,1.5742,309.04,0.1
95.2,-26.38293,27.237474,1388.33,1391.28,0.00359,0.2057,309.04,0.1
95.3,-26.382476,27.236849,1387.51,1382.83,-0.005927,-0.3396,309.04,0.1
95.4,-26.382022,27.236225,1387.15,1384.83,0.006689,0.3833,309.04,0.1
95.5,-26.381569,27.2356,1388.84,1394.99,0.02031,1.1637,309.04,0.1
95.6,-26.381115,27.234976,1391.21,1385.46,0.017477,1.0014,309.04,0.1
95.7,-26.380661,27.234351,1392.34,1398.84,0.004168,0.2388,309.04,0.1
95.8,-26.380208,27.233726,1392.04,1387.37,-0.006058,-0.3471,309.04,0.1
95.9,-26.379754,27.233102,1391.13,1389.17,-0.01138,-0.652,309.04,0.1
96.0,-26.3793,27.232477,1389.77,1394.96,-0.016698,-0.9567,309.04,0.1
96.1,-26.378846,27.231853,1387.79,1387.28,-0.020858,-1.1951,309.04,0.1
96.2,-26.378392,27.231228,1385.6,1381.37,-0.019881,-1.1391,309.04,0.1
96.3,-26.377939,27.230603,1383.81,1385.58,-0.015095,-0.8649,309.04,0.1
96.4,-26.377485,27.229979,1382.58,1385.71,-0.008703,-0.4987,309.04,0.1
96.5,-26.377031,27.229354,1382.07,1378.81,0.000824,0.0472,309.04,0.1
96.6,-26.376578,27.22873,1382.74,1384.11,0.011261,0.6452,309.04,0.1
96.7,-26.376124,27.228105,1384.32,1381.43,0.013744,0.7875,309.04,0.1
96.8,-26.37567,27.22748,1385.49,1389.52,0.005352,0.3066,309.04,0.1
